上升段撑靴压力均值,上升段撑靴压力方差,上升段刀盘转速均值,上升段刀盘转速方差,上升段刀盘刹车压力均值,上升段刀盘刹车压力方差,上升段刀盘扭矩均值,上升段刀盘扭矩方差,上升段刀盘功率均值,上升段刀盘功率方差,上升段推进压力均值,上升段推进压力方差,上升段贯入度均值,上升段贯入度方差,上升段总推进力均值,上升段总推进力方差,上升段推进速度均值,上升段推进速度方差,上升段推进位移均值,上升段推进位移方差,上升段主机皮带机转速均值,上升段主机皮带机转速方差,上升段桥架皮带机转速均值,上升段桥架皮带机转速方差,上升段转渣皮带机转速均值,上升段转渣皮带机转速方差,稳定段总推进力均值,稳定段刀盘扭矩均值,稳定段推进速度均值
303.39940592447914,6.000640581839386,7.037407286961874,3.3164219447217874e-05,48.30953369140625,0.06063781915079975,1472.131815592448,294258.402978399,1087.5666666666666,160439.46091954026,176.34259185791015,289.65210826096586,4.962819621960322,8.949348317457327,13849.947265625,1786728.1832404302,34.9104248046875,442.2448974153091,49.211562093098955,39.80966858210836,3.3498501777648926,4.8496855987618316e-06,2.671217187245687,1.581861120395307e-07,2.75045591990153,3.15930020474038e-05,15126.535880253232,2980.938546437231,72.03053946659483
301.2369791666667,1.861999400495284,7.015016841888428,4.0110686683780964e-05,48.509403991699216,0.047767155418766666,1209.283187866211,363915.38466871955,891.45,196994.48879310346,149.27179794311525,919.636951965932,3.8259923736254375,6.820427767487169,11723.807161458333,5672809.857984278,26.89927978515625,337.2515949764643,44.415992228190106,22.057000731964774,3.3215088685353598,0.00014450828665073443,2.670944420496623,1.6389021897033314e-07,2.7511180957158405,2.9418828236803883e-05,16665.627075195312,3102.3753538389465,72.73435190561655
309.06394755045574,0.0033311889913661043,6.524668725331624,1.064151911018715e-05,57.290147399902345,0.0012849429026165456,1941.8972290039062,40941.85058843098,1330.9333333333334,19129.37471264368,146.54224700927733,52.068815043134315,7.592160240809123,1.0364136108520092,11509.428092447917,321188.15073509765,49.53583984375,43.99936326372214,347.7130086263021,57.19203014156257,3.3125115235646567,0.00016378810072109861,2.6711792786916098,1.5850461159573079e-07,2.675374468167623,3.008616648365231e-05,13632.661461706606,2612.061998436488,62.15596538010039
301.647373453776,2.351749538009366,6.955651823679606,3.13047801264667e-05,48.28522860209147,0.03901962518383259,1723.4179707845053,266785.7938581213,1260.1166666666666,143005.21867816092,182.0881556193034,172.52875482437884,6.758071215947469,2.0561798367320154,14301.203841145832,1064249.1419411977,47.00029296875,98.86099063075821,56.714219156901045,54.31646068495237,3.3440688053766885,5.82470375496304e-05,2.6718459049860637,1.2275830442176164e-07,2.7515416701634723,3.1974082459074754e-05,14893.409374304938,3211.3819184761455,72.33280103147241
306.25530395507815,0.31902394317861255,6.974258279800415,1.9879154402935598e-05,48.20572878519694,0.00568007952542007,1456.3036499023438,145875.6826159458,1066.2166666666667,78348.87385057472,161.21672515869142,163.95768466921243,6.08121349811554,2.0199398545207417,12661.96171875,1011378.0746575322,42.40679931640625,97.79235456498533,58.11675313313802,43.07542888991555,3.350258207321167,6.911965543027002e-06,2.671845881144206,9.070692022373545e-08,2.7506110350290935,3.410353323822913e-05,17384.499347918332,3104.4984360959966,69.40028610473243
308.8802073160807,0.05213105026525499,6.783618927001953,2.624187303307215e-05,47.97171516418457,0.004018542529555549,2149.627852376302,216065.64286477247,1532.1833333333334,109159.90488505746,180.09452056884766,164.26393072533116,8.289109357198079,2.7429124461505414,14144.623828125,1013267.2712293427,56.223974609375,125.64272006565126,69.92194417317708,78.6965129129417,3.337725861867269,0.00017967442638616775,2.6716641267140706,1.1068572369357417e-07,2.7522396087646483,3.5047731838513644e-05,15100.255311129386,3090.5810709635416,73.15883018092106
303.66078389485676,1.5222582291479851,6.996278158823649,2.0598429350734865e-05,47.26381670633952,0.027179574073528577,1525.425555419922,211407.3223087025,1120.9333333333334,113610.66781609197,158.58699849446614,174.34982377796103,6.734444109598796,2.044163978260946,12455.42294921875,1075482.675450381,47.36776123046875,104.81209991939107,60.75033874511719,56.334520661968995,3.348278594017029,1.978425258455662e-05,2.671800422668457,1.6268415712484714e-07,2.752042810122172,3.09846225855059e-05,15483.457482220723,2885.421034702035,73.47093185475498
302.8317891438802,6.755371419708618,5.673580249150594,0.00012124428473135306,48.514757283528645,0.0029109680153370497,1512.628369140625,311724.80566215375,901.25,110220.2198275862,172.7112269083659,284.8830861700777,6.580431040128072,2.0239144133311826,13564.739778645833,1757310.2439995294,37.5928955078125,71.10627795190646,67.99575805664062,34.50681021912343,3.350165287653605,5.888926428572935e-06,2.6717626174290974,6.622332579222124e-08,2.7446218013763426,3.480884368886591e-05,15234.266907883713,2585.816533883839,67.25122397578754
301.12220357259116,0.9056612141098529,5.9368443806966145,0.20078769531374674,47.20449930826823,0.0056128266903079935,1085.913271077474,111579.1124263682,687.5166666666667,64692.40488505747,144.93875325520833,253.99155580091409,3.9730277260144553,0.822194793931358,11383.48974609375,1566755.1031717598,23.7758544921875,39.7039513663999,61.14537556966146,13.705147167946063,3.3452364285786946,3.0519217084369886e-05,2.6717398325602213,1.0591985071303814e-07,2.752054699261983,2.795136746971096e-05,16894.523718930115,3168.013596592444,64.07761420434078
300.824169921875,4.854138703734197,5.994038470586141,0.04698700291958226,45.58116340637207,0.0046826706863517704,1347.807706705729,248612.02591455984,856.6833333333333,116473.57729885056,176.23649826049805,495.13365168834645,5.281736946105957,1.1759995737466438,13841.614713541667,3054247.6120976238,31.7868408203125,50.801720383249474,155.97583923339843,24.670302213789448,3.346165641148885,2.555765522524813e-05,2.6721413373947143,6.489229088142891e-06,2.751762342453003,3.8786480948555474e-05,17796.66754725494,3192.6440511315063,64.73174807655775
