tag,上升段撑靴压力,上升段刀盘转速,上升段刀盘刹车压力,上升段刀盘扭矩,上升段刀盘功率,上升段推进压力,上升段贯入度,上升段总推进力,上升段推进速度,上升段推进位移,上升段主机皮带机转速,上升段桥架皮带机转速,上升段转渣皮带机转速
0,300.93859100341797,7.044567048549652,48.016221046447754,778.3585586547852,575.3125,154.72185897827148,1.134585626423359,12151.85498046875,7.992919921875,42.54032516479492,3.350287526845932,2.6710012555122375,2.748333692550659
0,300.7595520019531,7.04387229681015,48.038193702697754,834.0307540893555,616.875,159.53595161437988,1.1347269341349602,12529.953735351562,7.992828369140625,42.67812728881836,3.350287526845932,2.6709728240966797,2.749765396118164
0,300.5949821472168,7.042681276798248,48.061251640319824,893.4916229248047,661.0625,164.69184112548828,1.2915453687310219,12934.897338867188,9.09521484375,42.907798767089844,3.350287526845932,2.6709728240966797,2.7513537406921387
0,300.47743225097656,7.042184948921204,48.087836265563965,958.5302276611328,709.1875,168.9471206665039,1.487328939139843,13269.10693359375,10.473220825195312,43.194889068603516,3.350287526845932,2.6709728240966797,2.7513537406921387
0,300.42860412597656,7.0418872237205505,48.11170768737793,1030.1990127563477,761.25,172.2674331665039,1.820075236260891,13529.88427734375,12.815872192382812,43.51642990112305,3.350287526845932,2.6710580587387085,2.7524722516536713
0,300.5154113769531,7.041490256786346,48.135308265686035,1098.8157958984375,811.5625,174.83181381225586,2.3095052987337112,13731.290771484375,16.260955810546875,43.918357849121094,3.351029872894287,2.6710011959075928,2.751219540834427
0,300.96209716796875,7.040795385837555,48.15999364852905,1166.5906524658203,861.4375,177.11226844787598,2.8383466005325317,13910.397583007812,19.981658935546875,44.389190673828125,3.351029872894287,2.6710580587387085,2.751398503780365
0,301.45580291748047,7.039901971817017,48.18576383590698,1246.9943618774414,920.9375,178.84837913513184,3.4455374479293823,14046.751708984375,24.25360107421875,44.997825622558594,3.351029872894287,2.6710580587387085,2.751398503780365
0,301.79217529296875,7.039008617401123,48.213704109191895,1320.978416442871,975.1875,178.7109375,4.170374497771263,14035.95703125,29.352310180664062,45.69832992553711,3.351029872894287,2.6711432933807373,2.7514655590057373
0,302.1158905029297,7.038214564323425,48.24056005477905,1395.1729736328125,1029.0,179.4415512084961,4.856003373861313,14093.339477539062,34.175445556640625,46.433284759521484,3.351029872894287,2.6711432933807373,2.751487910747528
0,302.5227928161621,7.037718176841736,48.26524496078491,1462.9478149414062,1078.875,181.67136764526367,5.48308140039444,14268.46923828125,38.585174560546875,47.17972183227539,3.351029872894287,2.6710580587387085,2.7498771846294403
0,303.03639221191406,7.037023305892944,48.28965902328491,1528.0916748046875,1127.0,182.25730514526367,6.031758934259415,14314.48876953125,42.44361877441406,47.949127197265625,3.3504541516304016,2.671171724796295,2.751264214515686
0,303.696475982666,7.036229133605957,48.31949853897095,1588.1839752197266,1172.0625,181.97699546813965,6.38475888967514,14292.473266601562,44.92405700683594,48.75298309326172,3.3499541878700256,2.671143352985382,2.7513313591480255
0,304.3348579406738,7.0356335043907166,48.347981452941895,1642.5933074951172,1212.75,182.70941734313965,6.581046283245087,14349.997680664062,46.30210876464844,49.55683898925781,3.3497723937034607,2.671114981174469,2.751018136739731
0,304.673038482666,7.035236477851868,48.37510824203491,1693.950668334961,1250.8125,184.3641471862793,6.757672369480133,14479.960205078125,47.542327880859375,50.38365936279297,3.349620908498764,2.671114981174469,2.7513760924339294
0,305.0419616699219,7.0345417857170105,48.404133796691895,1752.0434265136719,1294.125,184.34063720703125,6.817061603069305,14478.113647460938,47.9556884765625,51.26790237426758,3.349393665790558,2.6712001860141754,2.7498325407505035
0,305.37109756469727,7.033648610115051,48.43234586715698,1811.5042572021484,1338.3125,186.65545272827148,6.817944288253784,14659.919311523438,47.95573425292969,52.16362380981445,3.349393665790558,2.671285390853882,2.749944418668747
0,305.6188545227051,7.033251583576202,48.46327018737793,1866.8607330322266,1380.3125,188.3210334777832,7.014276146888733,14790.734008789062,49.33378601074219,53.070831298828125,3.349393665790558,2.6713138222694397,2.750033915042877
