data_X	mean	std
上升段撑靴压力方差	0.9275452466614313	4.658703392203673
上升段撑靴压力均值	290.807166090491	24.481870108880862
上升段推进压力方差	119.17417321792193	196.25118433589904
上升段推进压力均值	141.54924022716466	43.399322854674686
上升段总推进力方差	892445.6222809564	1831263.6896934106
上升段总推进力均值	11067.063306804295	3504.9406168611017
上升段主机皮带机转速方差	0.01596401632281208	0.07555543971092729
上升段主机皮带机转速均值	2.858145093994585	0.6155347605780496
上升段贯入度方差	1.7264311167379298	5.113212032830391
上升段贯入度均值	6.901033440851248	3.0806310924863247
上升段刀盘转速方差	0.02219703408410149	0.09903349884425423
上升段刀盘转速均值	6.418187980316511	0.8284052262543398
上升段刀盘功率方差	26290.49943422166	41474.339929252026
上升段刀盘功率均值	1053.2436036515473	604.8205655818119
上升段推进速度方差	65.6672608434947	131.0398642394174
上升段推进速度均值	44.3014248819384	19.702570046687207
上升段刀盘扭矩方差	52694.735963565225	80275.72930855694
上升段刀盘扭矩均值	1517.2131625958311	809.5955705485487
上升段刀盘刹车压力方差	0.05651297792767391	0.2601220703927156
上升段刀盘刹车压力均值	49.270290477041215	4.416592110403111
上升段推进位移方差	617.1488794086517	20033.661053397416
上升段推进位移均值	107.74162533155574	83.54028200961814
上升段桥架皮带机转速方差	0.0020909808124615886	0.05392485991649918
上升段桥架皮带机转速均值	2.677030113542921	0.10159402357215837
上升段转渣皮带机转速方差	6.06942244185136e-05	0.00030037909863438
上升段转渣皮带机转速均值	2.7503807146888484	0.018274003560171486
data_y	mean	std
F	13580.965390340829	3120.0028940828693
