tag,上升段撑靴压力,上升段刀盘转速,上升段刀盘刹车压力,上升段刀盘扭矩,上升段刀盘功率,上升段推进压力,上升段贯入度,上升段总推进力,上升段推进速度,上升段推进位移,上升段主机皮带机转速,上升段桥架皮带机转速,上升段转渣皮带机转速
20,304.4379387,5.802927077,48.42420721,768.2554779,469,144.8477268,4.986956358,11376.34045,28.93876648,52.09472656,1.969690636,2.679352909,2.755313396
20,304.6043167,5.804801822,48.50178957,815.4032135,497,146.1461945,5.032714069,11478.32202,29.21434021,52.56555557,1.969645202,2.679210871,2.755022556
20,304.7363319,5.805904627,48.57910061,863.9190826,527.1875,149.479166,5.150219381,11740.09363,29.90336609,53.08231735,1.969751269,2.679352909,2.754933059
20,304.844841,5.806897163,48.65614033,917.3812408,559.125,151.3111248,5.386477351,11883.97571,31.28141785,53.63353348,1.969751269,2.679097265,2.755000174
20,304.9406891,5.807558715,48.73562193,975.4739685,595,154.0907116,5.646855831,12102.28442,32.79721069,54.20771408,1.969811872,2.6791825,2.756342411
20,305.058239,5.808110118,48.81456041,1030.30426,627.8125,155.1540794,5.907371819,12185.80139,34.31304932,54.85079956,1.969781548,2.679125667,2.756297648
20,305.1124878,5.808330715,48.89431334,1065.454575,648.8125,155.1124859,6.168458164,12182.53467,35.82893372,55.45943069,1.969796687,2.679267704,2.754619837
20,305.1613159,5.80866152,48.96972609,1099.02626,668.9375,158.3478031,6.405494273,12436.63647,37.20698547,56.11399841,1.970160276,2.6791825,2.754507989
20,305.1775932,5.809764326,48.9548068,1129.019775,686.4375,159.9573212,6.617871463,12563.04797,38.44720459,56.84895325,1.970326915,2.679239333,2.754038185
20,305.0745087,5.815278232,48.94395638,1183.744827,721,162.713398,6.848015487,12779.51025,39.82530212,57.54945755,1.970417812,2.679239333,2.755581766
20,305.0383377,5.830606818,48.93310595,1263.517105,770.875,162.4276619,7.017126262,12757.0686,40.92778015,58.35331726,1.970236018,2.679210931,2.754284292
20,305.0690804,5.859720111,48.92089939,1359.285934,833.875,164.9450226,7.23499161,12954.7821,42.443573,59.13420486,1.9698724,2.679296166,2.755313337
20,305.1504593,5.906588256,48.90760708,1442.110199,891.1875,166.2018948,7.406046808,13053.49683,43.82162476,59.98399734,1.9695694,2.679296166,2.755402833
20,305.2879028,5.964484096,48.8951292,1522.829651,949.8125,167.4280243,7.562705576,13149.797,45.19972229,60.84527206,1.968917951,2.679296166,2.755380452
20,305.4560928,6.040686011,48.8829217,1614.91507,1018.9375,169.0737133,7.762888312,13279.04944,46.99113464,61.75247955,1.968705833,2.679210961,2.757058263
20,305.6423607,6.123614967,48.87288475,1685.426193,1077.125,169.6108227,7.909566939,13321.23401,48.50697327,62.60226822,1.968448281,2.679210961,2.755738378
20,305.8268204,6.203456044,48.86203384,1730.995316,1118.6875,170.6163216,7.951393664,13400.20593,49.33387756,63.46354294,1.968751326,2.679210961,2.757259607
20,306.0185165,6.273372054,48.85091162,1757.831619,1148.4375,169.9960232,8.000252903,13351.48779,50.16064453,64.34778595,1.967948362,2.679267794,2.756901681
20,306.1125603,6.334465981,48.83789015,1767.829437,1167.25,171.2944908,8.033308148,13453.46936,50.84962463,65.16312408,1.966812074,2.679296196,2.756856918
20,306.1451111,6.382988274,48.82731056,1767.198013,1177.75,169.9634743,7.925828695,13348.9314,50.57409668,66.0243988,1.966054574,2.679182529,2.757125348
20,306.1216011,6.415740788,48.81537485,1774.249115,1190.4375,169.2816887,7.79865551,13295.38403,50.02285767,66.80528641,1.965160668,2.679267734,2.755760759
20,306.047451,6.437686026,48.80479527,1769.302795,1192.625,168.8422356,7.771118701,13260.86938,50.02276611,67.59765625,1.965312153,2.679324567,2.757192522
21,307.7112198,7.267746747,45.70421076,2052.610138,1567.5625,164.854599,8.911725998,12947.68042,65.31903076,95.92782593,1.964206159,2.608647913,2.756924033
21,307.7220726,7.268077493,45.719944,2084.497971,1591.625,166.227211,8.930243373,13055.48535,65.45677185,97.01876831,1.96432735,2.608704716,2.756856889
21,307.7473907,7.268187702,45.73323584,2109.019028,1610.4375,165.7316971,8.930110097,13016.56775,65.45677185,98.1326828,1.964175865,2.608846754,2.756991088
21,307.7672844,7.269180059,45.74924088,2129.856689,1627.0625,167.5600395,8.872068286,13160.16577,65.04336548,99.23511505,1.963948622,2.608846754,2.75701347
21,307.7781372,7.268959403,45.76497459,2155.009155,1646.3125,167.7264156,8.98608613,13173.23291,65.87017822,100.3949661,1.962888107,2.608789951,2.757214844
21,307.7980309,7.270062089,45.77853727,2174.162933,1660.75,167.9705563,9.022591114,13192.40771,65.59451294,101.5203629,1.9623124,2.60859108,2.757371426
21,307.8125,7.270613492,45.79237175,2194.263855,1676.0625,167.2688789,9.078782916,13137.29797,66.00796509,102.6572418,1.961979106,2.608449042,2.755939722
21,307.8215408,7.271164775,45.80783463,2215.627686,1693.5625,169.0719032,9.116012096,13278.90747,66.28358459,103.7252235,1.961524606,2.608250201,2.757416159
21,307.8323898,7.271826446,45.82383919,2234.0448,1708.4375,169.9272995,9.247860551,13346.09033,67.24822998,104.8965569,1.960539833,2.607966095,2.756006837
21,307.8396225,7.272047102,45.84038687,2269.826599,1736.4375,170.1081448,9.114881039,13360.29395,66.28367615,105.9530563,1.959736854,2.607880861,2.756096363
21,307.8414307,7.272047102,45.85856199,2305.713593,1764,169.815176,9.247514129,13337.28418,67.24832153,107.1014214,1.958873257,2.607483149,2.756141096
