上升段撑靴压力均值,上升段撑靴压力方差,上升段刀盘转速均值,上升段刀盘转速方差,上升段刀盘刹车压力均值,上升段刀盘刹车压力方差,上升段刀盘扭矩均值,上升段刀盘扭矩方差,上升段刀盘功率均值,上升段刀盘功率方差,上升段推进压力均值,上升段推进压力方差,上升段贯入度均值,上升段贯入度方差,上升段总推进力均值,上升段总推进力方差,上升段推进速度均值,上升段推进速度方差,上升段推进位移均值,上升段推进位移方差,上升段主机皮带机转速均值,上升段主机皮带机转速方差,上升段桥架皮带机转速均值,上升段桥架皮带机转速方差,上升段转渣皮带机转速均值,上升段转渣皮带机转速方差,稳定段总推进力均值,稳定段刀盘扭矩均值,稳定段推进速度均值
325.2845286,0.241866307,6.914892864,0.000152562,47.69632556,0.000846979,1681.686613,78513.7926,1220.8,42044.02759,204.6320399,106.7404111,5.951529408,1.092199638,16071.80049,658431.4097,41.15740967,52.41447522,72.65964966,40.09344699,3.323286517,8.76E-05,2.677633341,2.20E-07,2.756934516,2.79E-05,16799.43102,2526.25951,56.35334369
325.9538971,0.133033321,6.036014493,7.89E-06,46.65060781,0.012317688,1652.331527,65170.39383,1047.666667,25935.64368,168.7794169,72.93099381,7.117372878,1.059311801,13255.93558,449877.1627,42.77429199,39.84770614,91.40096842,42.45959254,3.314737654,5.25E-05,2.681534545,5.20E-08,2.756606404,3.23E-05,15059.08978,2648.677084,62.03316365
305.2951396,0.498129547,6.036429262,0.08237225,48.75433998,0.05939006,1317.27395,193460.5861,842.8,97204.51034,160.3578328,154.1554753,6.775984891,1.639191452,12594.50423,950912.9618,41.15739746,84.85168269,59.81939596,43.54513977,1.968233156,1.16E-05,2.679269624,3.79E-07,2.755932291,3.10E-05,15317.31313,2713.286789,72.90524136
307.8790476,0.019193722,7.270157846,1.04E-05,45.87897911,0.020635266,2331.45533,58230.02593,1781.733333,34059.16782,171.0161062,47.50034364,9.543084621,0.567058436,13431.60518,293007.3261,69.52662354,29.66571116,108.559079,105.3898485,1.958080351,3.56E-05,2.607865739,8.15E-07,2.756498996,3.24E-05,14927.5612,2686.083159,74.40782724
304.957078,0.058513598,7.449837573,5.94E-06,60,0,2133.883854,37012.74215,1670.9,23042.33448,161.600116,34.31125506,9.258816687,0.566963769,12692.07318,211650.1195,68.97540283,31.40510519,125.0312276,114.494747,1.949959755,2.93E-05,2.679118109,2.23E-07,2.744162416,3.45E-05,12017.10789,2418.772826,75.53551545
304.1319427,0.170633619,7.07009999,0.095193607,60,0,963.7782176,86805.22292,721.35,57330.29569,114.8596647,137.5103261,5.754331334,1.909009344,9021.078125,848236.7724,41.01038818,121.0650965,77.95743917,42.18153607,1.970321894,1.37E-05,2.664498067,4.83E-07,2.701139323,3.07E-05,12048.05648,2350.9225,75.24700521
306.6232666,0.006746819,7.12229797,5.84E-06,44.69871203,0.008105269,1796.749544,92600.9748,1345.166667,51671.62644,139.9204269,33.26151701,8.931164138,1.26353581,10989.35049,205174.7014,63.61022949,64.04969367,106.7216919,93.52439139,1.959700457,1.78E-05,2.621379924,3.72E-07,2.755526654,3.38E-05,13085.43425,2375.652937,74.93297669
303.1105326,0.123046294,5.146384716,0.007244928,60,0,1014.883014,93362.48831,549.2666667,28691.13333,142.8395065,108.0323703,6.34859906,2.081651766,11218.61497,666401.0893,32.70544434,57.27470085,88.93580729,27.16549747,1.956953164,1.48E-05,2.63428038,6.96E-07,2.756331976,3.65E-05,13649.28119,2575.204739,77.66895088
304.7622498,0.824374083,5.576320871,0.177156635,45.70261866,0.013410247,895.1894989,136763.7806,537.25,62200.21983,128.7692899,261.9971539,5.224492768,2.552438435,10113.5401,1616137.717,29.61861572,108.6901174,78.41372477,24.38969613,1.966794928,4.17E-06,2.65931654,4.06E-07,2.755896473,3.89E-05,12966.6702,2336.235141,69.73968263
285.8043966,0.258354071,4.036343002,1.64E-05,44.08919347,4.42E-05,1003.208314,360308.6204,424.0833333,64541.51868,119.7516398,843.2164785,9.031357463,1.349974878,9405.29388,5201407.716,36.45367432,21.95485446,49.52085775,30.15836465,1.975901278,2.65E-06,2.67999684,3.78E-07,2.750515588,3.45E-05,13340.97521,2525.973617,72.60293064
